GAME_DATE,MATCHUP,WL,MIN,PTS,REB,AST,STL,BLK,TOV,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,PLUS_MINUS,season,season_type
2023-02-02,LAL @ IND,W,33,26,7,7,0,0,3,11,19,0.579,2,5,0.4,2,2,1.0,-4,2022-23,Regular Season
2023-02-04,LAL @ NOP,L,40,27,9,6,0,0,2,10,22,0.455,1,7,0.143,6,9,0.667,-5,2022-23,Regular Season
2023-02-07,LAL vs. OKC,L,34,38,7,3,3,0,4,13,20,0.65,4,6,0.667,8,10,0.8,8,2022-23,Regular Season
2023-02-15,LAL vs. NOP,W,29,21,6,6,0,1,4,7,14,0.5,0,5,0.0,7,10,0.7,14,2022-23,Regular Season
2023-02-23,LAL vs. GSW,W,26,13,9,8,0,0,2,5,20,0.25,2,6,0.333,1,2,0.5,22,2022-23,Regular Season
2023-02-26,LAL @ DAL,W,37,26,8,3,1,1,3,10,23,0.435,1,6,0.167,5,7,0.714,0,2022-23,Regular Season
2023-03-26,LAL vs. CHI,L,30,19,8,3,0,0,5,6,11,0.545,0,2,0.0,7,8,0.875,4,2022-23,Regular Season
2023-03-29,LAL @ CHI,W,31,25,8,4,2,0,4,10,19,0.526,1,3,0.333,4,4,1.0,23,2022-23,Regular Season
2023-03-31,LAL @ MIN,W,32,18,10,6,1,2,3,7,19,0.368,1,3,0.333,3,4,0.75,3,2022-23,Regular Season
2023-04-02,LAL @ HOU,W,29,18,10,11,0,1,1,8,18,0.444,1,7,0.143,1,1,1.0,23,2022-23,Regular Season
2023-04-04,LAL @ UTA,W,38,37,5,6,1,1,5,14,27,0.519,3,10,0.3,6,6,1.0,-7,2022-23,Regular Season
2023-04-05,LAL @ LAC,L,35,33,8,7,1,1,6,13,20,0.65,4,6,0.667,3,5,0.6,-10,2022-23,Regular Season
2023-04-07,LAL vs. PHX,W,29,16,6,6,0,0,5,6,19,0.316,3,7,0.429,1,2,0.5,11,2022-23,Regular Season
2023-04-09,LAL vs. UTA,W,33,36,6,6,1,1,2,13,25,0.52,8,14,0.571,2,2,1.0,20,2022-23,Regular Season
2023-04-16,LAL @ MEM,W,34,21,11,5,2,3,5,8,16,0.5,3,8,0.375,2,4,0.5,7,2022-23,Playoffs
2023-04-19,LAL @ MEM,L,39,28,12,3,1,1,1,12,23,0.522,1,8,0.125,3,4,0.75,-17,2022-23,Playoffs
2023-04-22,LAL vs. MEM,W,36,25,9,5,1,1,3,10,20,0.5,0,4,0.0,5,7,0.714,-6,2022-23,Playoffs
2023-04-24,LAL vs. MEM,W,45,22,20,7,0,2,1,8,18,0.444,1,7,0.143,5,7,0.714,8,2022-23,Playoffs
2023-04-26,LAL @ MEM,L,37,15,10,5,1,1,5,5,17,0.294,1,9,0.111,4,6,0.667,-1,2022-23,Playoffs
2023-04-28,LAL vs. MEM,W,31,22,5,6,1,0,3,9,13,0.692,2,5,0.4,2,3,0.667,32,2022-23,Playoffs
2023-05-02,LAL @ GSW,W,40,22,11,4,0,3,4,9,24,0.375,1,8,0.125,3,4,0.75,1,2022-23,Playoffs
2023-05-04,LAL @ GSW,L,28,23,7,3,1,0,0,10,18,0.556,3,8,0.375,0,0,0.0,-27,2022-23,Playoffs
2023-05-06,LAL vs. GSW,W,32,21,8,8,0,1,0,6,11,0.545,2,4,0.5,7,8,0.875,26,2022-23,Playoffs
2023-05-08,LAL vs. GSW,W,43,27,9,6,0,1,3,10,25,0.4,2,9,0.222,5,5,1.0,-8,2022-23,Playoffs
2023-05-10,LAL @ GSW,L,39,25,9,3,2,1,4,9,17,0.529,3,7,0.429,4,4,1.0,-16,2022-23,Playoffs
2023-05-12,LAL vs. GSW,W,43,30,9,9,2,1,2,10,14,0.714,2,3,0.667,8,11,0.727,21,2022-23,Playoffs
2023-05-16,LAL @ DEN,L,40,26,12,9,0,1,3,9,16,0.563,0,4,0.0,8,11,0.727,-6,2022-23,Playoffs
2023-05-18,LAL @ DEN,L,40,22,9,10,4,2,3,9,19,0.474,0,6,0.0,4,4,1.0,4,2022-23,Playoffs
2023-05-20,LAL vs. DEN,L,43,23,7,12,0,0,2,8,19,0.421,3,9,0.333,4,7,0.571,-4,2022-23,Playoffs
2023-05-22,LAL vs. DEN,L,48,40,10,9,2,0,1,15,25,0.6,4,7,0.571,6,7,0.857,-2,2022-23,Playoffs
2023-10-24,LAL @ DEN,L,29,21,8,5,1,0,0,10,16,0.625,1,4,0.25,0,1,0.0,7,2023-24,Regular Season
2023-10-26,LAL vs. PHX,W,35,21,8,9,2,2,5,7,14,0.5,1,5,0.2,6,8,0.75,22,2023-24,Regular Season
2023-10-29,LAL @ SAC,L,39,27,15,8,0,0,8,11,19,0.579,3,8,0.375,2,6,0.333,-5,2023-24,Regular Season
2023-10-30,LAL vs. ORL,W,33,19,3,4,3,1,5,7,17,0.412,2,6,0.333,3,4,0.75,5,2023-24,Regular Season
2023-11-01,LAL vs. LAC,W,42,35,12,7,1,2,4,13,19,0.684,4,8,0.5,5,10,0.5,6,2023-24,Regular Season
2023-11-04,LAL @ ORL,L,35,24,9,5,3,0,3,8,15,0.533,2,5,0.4,6,7,0.857,12,2023-24,Regular Season
2023-11-06,LAL @ MIA,L,37,30,4,3,1,3,5,13,23,0.565,0,4,0.0,4,4,1.0,6,2023-24,Regular Season
2023-11-08,LAL @ HOU,L,27,18,6,2,0,0,3,7,13,0.538,0,2,0.0,4,5,0.8,-24,2023-24,Regular Season
2023-11-10,LAL @ PHX,W,36,32,11,6,1,1,4,11,17,0.647,3,4,0.75,7,11,0.636,2,2023-24,Regular Season
2023-11-14,LAL vs. MEM,W,23,16,9,6,1,0,4,6,11,0.545,3,6,0.5,1,2,0.5,15,2023-24,Regular Season
2023-11-15,LAL vs. SAC,L,35,28,10,12,4,1,6,9,15,0.6,3,7,0.429,7,8,0.875,0,2023-24,Regular Season
2023-11-17,LAL @ POR,W,35,35,5,9,2,0,3,13,22,0.591,5,9,0.556,4,6,0.667,19,2023-24,Regular Season
2023-11-19,LAL vs. HOU,W,40,37,6,8,3,0,2,14,19,0.737,2,5,0.4,7,9,0.778,2,2023-24,Regular Season
2023-11-21,LAL vs. UTA,W,24,17,7,9,0,0,2,6,10,0.6,3,5,0.6,2,2,1.0,14,2023-24,Regular Season
2023-11-22,LAL vs. DAL,L,36,26,9,7,0,0,3,9,19,0.474,4,9,0.444,4,7,0.571,7,2023-24,Regular Season
2023-11-25,LAL @ CLE,W,36,22,6,6,2,2,4,8,23,0.348,1,9,0.111,5,7,0.714,2,2023-24,Regular Season
2023-11-27,LAL @ PHI,L,30,18,0,5,1,1,1,8,12,0.667,1,1,1.0,1,2,0.5,-30,2023-24,Regular Season
2023-11-29,LAL @ DET,W,29,25,8,3,0,0,1,9,19,0.474,2,6,0.333,5,5,1.0,26,2023-24,Regular Season
2023-11-30,LAL @ OKC,L,35,21,12,6,1,1,5,7,12,0.583,4,8,0.5,3,4,0.75,-18,2023-24,Regular Season
2023-12-02,LAL vs. HOU,W,35,16,4,7,1,1,5,7,17,0.412,0,4,0.0,2,5,0.4,16,2023-24,Regular Season
2023-12-05,LAL vs. PHX,W,40,31,8,11,5,0,2,12,25,0.48,2,4,0.5,5,6,0.833,12,2023-24,Regular Season
2023-12-07,LAL vs. NOP,W,23,30,5,8,0,0,0,9,12,0.75,4,4,1.0,8,8,1.0,36,2023-24,Regular Season
2023-12-12,LAL @ DAL,L,40,33,8,9,3,1,4,14,27,0.519,3,8,0.375,2,3,0.667,-4,2023-24,Regular Season
2023-12-15,LAL @ SAS,L,36,23,7,14,2,0,2,7,17,0.412,2,6,0.333,7,10,0.7,-28,2023-24,Regular Season
2023-12-18,LAL vs. NYK,L,39,25,11,11,1,0,2,10,23,0.435,2,8,0.25,3,4,0.75,-13,2023-24,Regular Season
2023-12-20,LAL @ CHI,L,37,25,10,9,1,2,5,10,18,0.556,1,3,0.333,4,4,1.0,-11,2023-24,Regular Season
2023-12-23,LAL @ OKC,W,37,40,7,7,2,2,3,13,20,0.65,5,5,1.0,9,9,1.0,10,2023-24,Regular Season
2023-12-25,LAL vs. BOS,L,37,16,9,8,0,0,3,5,14,0.357,1,2,0.5,5,6,0.833,-11,2023-24,Regular Season
2023-12-28,LAL vs. CHA,W,25,17,4,11,0,0,3,7,13,0.538,2,5,0.4,1,1,1.0,1,2023-24,Regular Season
2023-12-30,LAL @ MIN,L,39,26,3,6,3,1,1,10,21,0.476,1,4,0.25,5,7,0.714,-5,2023-24,Regular Season
2023-12-31,LAL @ NOP,L,37,34,5,8,0,1,4,12,24,0.5,3,7,0.429,7,8,0.875,-11,2023-24,Regular Season
2024-01-03,LAL vs. MIA,L,38,12,6,9,0,0,2,6,18,0.333,0,6,0.0,0,0,0.0,-20,2023-24,Regular Season
2024-01-05,LAL vs. MEM,L,39,32,5,7,5,0,4,11,24,0.458,4,9,0.444,6,10,0.6,-8,2023-24,Regular Season
2024-01-07,LAL vs. LAC,W,38,25,8,7,1,0,4,11,19,0.579,1,3,0.333,2,3,0.667,5,2023-24,Regular Season
2024-01-09,LAL vs. TOR,W,35,22,5,12,1,1,3,8,17,0.471,2,5,0.4,4,6,0.667,0,2023-24,Regular Season
2024-01-11,LAL vs. PHX,L,24,10,5,9,1,0,4,3,11,0.273,0,4,0.0,4,7,0.571,-25,2023-24,Regular Season
2024-01-15,LAL vs. OKC,W,39,25,7,6,0,0,5,12,20,0.6,1,2,0.5,0,1,0.0,2,2023-24,Regular Season
2024-01-17,LAL vs. DAL,W,33,25,8,8,1,0,3,10,19,0.526,3,7,0.429,2,2,1.0,20,2023-24,Regular Season
2024-01-19,LAL vs. BKN,L,34,24,11,5,0,0,4,9,22,0.409,2,5,0.4,4,5,0.8,-13,2023-24,Regular Season
2024-01-21,LAL vs. POR,W,31,28,5,5,0,0,3,8,16,0.5,3,8,0.375,9,10,0.9,28,2023-24,Regular Season
2024-01-25,LAL vs. CHI,W,36,25,4,12,2,0,5,10,19,0.526,3,4,0.75,2,2,1.0,14,2023-24,Regular Season
2024-01-27,LAL @ GSW,W,48,36,20,12,0,0,3,14,25,0.56,2,4,0.5,6,6,1.0,-6,2023-24,Regular Season
2024-01-29,LAL @ HOU,L,37,23,6,10,1,1,1,9,15,0.6,2,5,0.4,3,8,0.375,-11,2023-24,Regular Season
2024-01-30,LAL @ ATL,L,36,20,9,8,1,1,3,7,17,0.412,2,6,0.333,4,9,0.444,-6,2023-24,Regular Season
2024-02-03,LAL @ NYK,W,40,24,5,5,2,1,1,10,19,0.526,2,5,0.4,2,2,1.0,11,2023-24,Regular Season
2024-02-05,LAL @ CHA,W,40,26,4,7,1,1,4,12,22,0.545,0,5,0.0,2,3,0.667,2,2023-24,Regular Season
2024-02-08,LAL vs. DEN,L,35,25,9,7,1,1,2,9,20,0.45,2,6,0.333,5,5,1.0,-6,2023-24,Regular Season
2024-02-09,LAL vs. NOP,W,38,21,4,14,1,1,2,6,13,0.462,2,2,1.0,7,8,0.875,15,2023-24,Regular Season
2024-02-13,LAL vs. DET,W,31,25,1,8,0,0,4,9,15,0.6,3,6,0.5,4,4,1.0,9,2023-24,Regular Season
2024-02-23,LAL vs. SAS,W,34,30,7,9,1,0,2,13,22,0.591,2,3,0.667,2,2,1.0,21,2023-24,Regular Season
2024-02-25,LAL @ PHX,L,37,28,7,12,2,1,3,12,19,0.632,3,6,0.5,1,4,0.25,-8,2023-24,Regular Season
2024-02-28,LAL @ LAC,W,37,34,6,8,0,2,3,13,21,0.619,7,12,0.583,1,1,1.0,11,2023-24,Regular Season
2024-02-29,LAL vs. WAS,W,39,31,4,9,1,1,4,12,24,0.5,2,5,0.4,5,7,0.714,-5,2023-24,Regular Season
2024-03-02,LAL vs. DEN,L,37,26,4,9,3,0,3,12,20,0.6,2,5,0.4,0,2,0.0,-1,2023-24,Regular Season
2024-03-04,LAL vs. OKC,W,31,19,11,8,1,0,3,7,14,0.5,1,3,0.333,4,5,0.8,14,2023-24,Regular Season
2024-03-06,LAL vs. SAC,L,36,31,5,13,1,0,3,10,16,0.625,1,4,0.25,10,10,1.0,-3,2023-24,Regular Season
2024-03-10,LAL vs. MIN,W,38,29,8,9,0,0,4,10,16,0.625,2,4,0.5,7,9,0.778,14,2023-24,Regular Season
2024-03-13,LAL @ SAC,L,40,18,13,9,2,0,5,6,16,0.375,2,8,0.25,4,6,0.667,-10,2023-24,Regular Season
2024-03-16,LAL vs. GSW,L,38,40,8,9,1,1,4,15,23,0.652,3,5,0.6,7,8,0.875,-6,2023-24,Regular Season
2024-03-18,LAL vs. ATL,W,29,25,7,10,0,0,2,10,14,0.714,2,5,0.4,3,3,1.0,20,2023-24,Regular Season
2024-03-22,LAL vs. PHI,W,38,20,8,6,0,1,8,7,15,0.467,1,3,0.333,5,7,0.714,7,2023-24,Regular Season
2024-03-24,LAL vs. IND,W,38,26,5,10,1,1,3,8,19,0.421,2,4,0.5,8,8,1.0,12,2023-24,Regular Season
2024-03-27,LAL @ MEM,W,35,23,14,12,1,0,4,8,14,0.571,0,1,0.0,7,11,0.636,33,2023-24,Regular Season
2024-03-29,LAL @ IND,L,35,16,10,8,0,0,5,6,12,0.5,0,3,0.0,4,4,1.0,-13,2023-24,Regular Season
2024-03-31,LAL @ BKN,W,37,40,7,5,0,0,4,13,17,0.765,9,10,0.9,5,6,0.833,22,2023-24,Regular Season
2024-04-02,LAL @ TOR,W,29,23,4,9,0,0,1,10,12,0.833,1,1,1.0,2,5,0.4,13,2023-24,Regular Season
2024-04-03,LAL @ WAS,W,36,25,7,9,3,0,4,9,18,0.5,0,1,0.0,7,9,0.778,9,2023-24,Regular Season
2024-04-06,LAL vs. CLE,W,36,24,5,12,1,1,5,10,18,0.556,1,5,0.2,3,5,0.6,10,2023-24,Regular Season
2024-04-09,LAL vs. GSW,L,36,33,7,11,2,0,4,14,22,0.636,1,3,0.333,4,5,0.8,-6,2023-24,Regular Season
2024-04-12,LAL @ MEM,W,41,37,9,5,2,0,8,13,20,0.65,3,7,0.429,8,11,0.727,-3,2023-24,Regular Season
2024-04-14,LAL @ NOP,W,38,28,11,17,5,1,4,11,20,0.55,0,2,0.0,6,6,1.0,19,2023-24,Regular Season
2024-04-20,LAL @ DEN,L,41,27,6,8,1,1,7,10,16,0.625,3,5,0.6,4,5,0.8,-9,2023-24,Playoffs
2024-04-22,LAL @ DEN,L,38,26,8,12,2,2,2,9,19,0.474,3,6,0.5,5,7,0.714,2,2023-24,Playoffs
2024-04-25,LAL vs. DEN,L,42,26,6,9,2,1,3,12,20,0.6,1,6,0.167,1,2,0.5,-8,2023-24,Playoffs
2024-04-27,LAL vs. DEN,W,39,30,5,4,3,1,6,14,23,0.609,0,2,0.0,2,2,1.0,1,2023-24,Playoffs
2024-04-29,LAL @ DEN,L,44,30,9,11,4,0,1,11,21,0.524,3,7,0.429,5,7,0.714,3,2023-24,Playoffs
2024-10-22,LAL vs. MIN,W,35,16,5,4,0,2,2,7,16,0.438,1,4,0.25,1,1,1.0,-6,2024-25,Regular Season
2024-10-25,LAL vs. PHX,W,35,21,4,8,0,0,2,7,13,0.538,2,5,0.4,5,8,0.625,14,2024-25,Regular Season
2024-10-26,LAL vs. SAC,W,34,32,14,10,0,1,5,12,22,0.545,4,9,0.444,4,4,1.0,13,2024-25,Regular Season
2024-10-28,LAL @ PHX,L,36,11,5,8,1,0,2,3,14,0.214,2,5,0.4,3,6,0.5,-17,2024-25,Regular Season
2024-10-30,LAL @ CLE,L,29,26,6,3,0,0,6,9,13,0.692,1,3,0.333,7,7,1.0,-17,2024-25,Regular Season
2024-11-01,LAL @ TOR,W,36,27,6,10,1,0,0,9,17,0.529,5,8,0.625,4,6,0.667,11,2024-25,Regular Season
2024-11-04,LAL @ DET,L,40,20,8,11,2,0,1,7,16,0.438,1,2,0.5,5,5,1.0,-16,2024-25,Regular Season
2024-11-06,LAL @ MEM,L,35,39,7,6,1,0,5,15,24,0.625,6,11,0.545,3,4,0.75,-21,2024-25,Regular Season
2024-11-08,LAL vs. PHI,W,34,21,12,13,0,3,2,9,14,0.643,2,4,0.5,1,1,1.0,12,2024-25,Regular Season
2024-11-10,LAL vs. TOR,W,35,19,10,16,1,0,3,6,14,0.429,0,3,0.0,7,7,1.0,13,2024-25,Regular Season
2024-11-13,LAL vs. MEM,W,37,35,12,14,1,0,6,13,22,0.591,4,7,0.571,5,8,0.625,3,2024-25,Regular Season
2024-11-15,LAL @ SAS,W,38,15,16,12,1,0,7,6,12,0.5,1,4,0.25,2,4,0.5,3,2024-25,Regular Season
2024-11-16,LAL @ NOP,W,37,21,7,5,1,0,6,8,19,0.421,2,7,0.286,3,5,0.6,1,2024-25,Regular Season
2024-11-19,LAL vs. UTA,W,34,26,2,12,0,0,4,9,17,0.529,1,5,0.2,7,11,0.636,-5,2024-25,Regular Season
2024-11-21,LAL vs. ORL,L,37,31,10,7,0,1,4,12,22,0.545,5,9,0.556,2,4,0.5,-8,2024-25,Regular Season
2024-11-23,LAL vs. DEN,L,35,18,6,7,3,0,6,7,17,0.412,1,4,0.25,3,3,1.0,-25,2024-25,Regular Season
2024-11-26,LAL @ PHX,L,35,18,8,10,0,0,5,7,16,0.438,2,7,0.286,2,2,1.0,-30,2024-25,Regular Season
2024-11-27,LAL @ SAS,W,33,16,10,11,1,1,5,8,18,0.444,0,2,0.0,0,0,0.0,4,2024-25,Regular Season
2024-11-29,LAL vs. OKC,L,34,12,8,6,0,0,5,5,13,0.385,0,4,0.0,2,2,1.0,-12,2024-25,Regular Season
2024-12-01,LAL @ UTA,W,36,27,5,14,0,2,3,12,28,0.429,0,9,0.0,3,3,1.0,0,2024-25,Regular Season
2024-12-02,LAL @ MIN,L,31,10,8,4,0,0,6,4,16,0.25,0,4,0.0,2,4,0.5,-28,2024-25,Regular Season
2024-12-04,LAL @ MIA,L,29,29,5,8,1,0,5,12,18,0.667,1,4,0.25,4,4,1.0,-21,2024-25,Regular Season
2024-12-06,LAL @ ATL,L,43,39,10,11,2,3,4,14,25,0.56,6,11,0.545,5,6,0.833,3,2024-25,Regular Season
2024-12-15,LAL vs. MEM,W,34,18,8,8,1,2,5,7,17,0.412,3,6,0.5,1,4,0.25,0,2024-25,Regular Season
2024-12-19,LAL @ SAC,W,34,19,6,7,0,1,2,8,21,0.381,1,4,0.25,2,2,1.0,13,2024-25,Regular Season
2024-12-21,LAL @ SAC,W,34,32,7,6,4,0,4,13,24,0.542,1,8,0.125,5,6,0.833,10,2024-25,Regular Season
2024-12-23,LAL vs. DET,L,35,28,11,11,0,0,2,10,16,0.625,2,4,0.5,6,7,0.857,-1,2024-25,Regular Season
2024-12-25,LAL @ GSW,W,37,31,4,10,2,1,1,12,22,0.545,2,4,0.5,5,5,1.0,4,2024-25,Regular Season
2024-12-31,LAL vs. CLE,L,34,23,4,7,0,1,2,9,17,0.529,3,6,0.5,2,2,1.0,-11,2024-25,Regular Season
2025-01-02,LAL vs. POR,W,36,38,3,8,0,0,4,15,25,0.6,7,10,0.7,1,2,0.5,4,2024-25,Regular Season
2025-01-03,LAL vs. ATL,W,30,30,3,8,0,0,3,13,20,0.65,2,5,0.4,2,2,1.0,4,2024-25,Regular Season
2025-01-05,LAL @ HOU,L,36,21,13,9,1,0,2,8,16,0.5,4,7,0.571,1,2,0.5,-13,2024-25,Regular Season
2025-01-07,LAL @ DAL,L,35,18,10,8,1,0,2,6,12,0.5,1,4,0.25,5,6,0.833,-12,2024-25,Regular Season
2025-01-13,LAL vs. SAS,L,32,18,5,8,1,1,7,7,11,0.636,2,3,0.667,2,4,0.5,-15,2024-25,Regular Season
2025-01-15,LAL vs. MIA,W,38,22,5,9,2,0,2,9,15,0.6,3,6,0.5,1,2,0.5,14,2024-25,Regular Season
2025-01-17,LAL vs. BKN,W,35,29,7,8,1,2,5,12,17,0.706,4,6,0.667,1,2,0.5,-11,2024-25,Regular Season
2025-01-19,LAL @ LAC,L,35,25,5,11,3,1,5,9,20,0.45,2,6,0.333,5,6,0.833,-3,2024-25,Regular Season
2025-01-21,LAL vs. WAS,W,36,21,10,13,2,1,5,8,18,0.444,2,6,0.333,3,3,1.0,19,2024-25,Regular Season
2025-01-23,LAL vs. BOS,W,31,20,14,6,0,0,2,9,20,0.45,0,2,0.0,2,2,1.0,7,2024-25,Regular Season
2025-01-25,LAL @ GSW,W,35,25,5,12,1,0,3,12,25,0.48,0,1,0.0,1,2,0.5,11,2024-25,Regular Season
2025-01-27,LAL @ CHA,W,36,22,7,8,0,0,5,9,17,0.529,1,8,0.125,3,5,0.6,-1,2024-25,Regular Season
2025-01-28,LAL @ PHI,L,33,31,8,9,1,0,8,10,16,0.625,1,4,0.25,10,11,0.909,-11,2024-25,Regular Season
2025-01-30,LAL @ WAS,W,27,24,3,11,0,0,0,9,19,0.474,1,4,0.25,5,5,1.0,29,2024-25,Regular Season
2025-02-01,LAL @ NYK,W,37,33,11,12,0,0,5,14,26,0.538,3,8,0.375,2,4,0.5,12,2024-25,Regular Season
2025-02-04,LAL @ LAC,W,31,26,8,9,3,0,3,8,13,0.615,2,4,0.5,8,11,0.727,19,2024-25,Regular Season
2025-02-06,LAL vs. GSW,W,38,42,17,8,1,1,3,14,25,0.56,6,9,0.667,8,10,0.8,7,2024-25,Regular Season
2025-02-10,LAL vs. UTA,W,29,24,7,8,1,0,7,10,17,0.588,3,7,0.429,1,2,0.5,24,2024-25,Regular Season
2025-02-12,LAL @ UTA,L,34,18,6,7,1,0,3,6,13,0.462,4,8,0.5,2,4,0.5,-10,2024-25,Regular Season
2025-02-19,LAL vs. CHA,L,38,26,7,11,1,2,2,10,22,0.455,4,11,0.364,2,2,1.0,-4,2024-25,Regular Season
2025-02-20,LAL @ POR,W,36,40,8,4,2,1,11,14,24,0.583,4,8,0.5,8,8,1.0,8,2024-25,Regular Season
2025-02-22,LAL @ DEN,W,33,25,9,5,1,3,1,11,19,0.579,1,4,0.25,2,3,0.667,9,2024-25,Regular Season
2025-02-25,LAL vs. DAL,W,37,27,12,3,1,0,6,11,17,0.647,2,4,0.5,3,4,0.75,-5,2024-25,Regular Season
2025-02-27,LAL vs. MIN,W,37,33,17,6,1,1,4,11,21,0.524,4,9,0.444,7,10,0.7,12,2024-25,Regular Season
2025-02-28,LAL vs. LAC,W,37,28,13,3,1,0,4,12,21,0.571,2,7,0.286,2,3,0.667,-1,2024-25,Regular Season
2025-03-02,LAL vs. LAC,W,36,17,5,9,2,1,8,6,17,0.353,1,6,0.167,4,4,1.0,-5,2024-25,Regular Season
2025-03-04,LAL vs. NOP,W,33,34,8,6,1,2,4,10,18,0.556,5,10,0.5,9,9,1.0,7,2024-25,Regular Season
2025-03-06,LAL vs. NYK,W,44,31,12,8,0,1,1,11,23,0.478,2,8,0.25,7,8,0.875,4,2024-25,Regular Season
2025-03-08,LAL @ BOS,L,35,22,14,9,0,0,1,11,23,0.478,0,6,0.0,0,3,0.0,-11,2024-25,Regular Season
2025-03-22,LAL vs. CHI,L,31,17,6,4,3,0,5,7,16,0.438,1,2,0.5,2,5,0.4,-27,2024-25,Regular Season
2025-03-24,LAL @ ORL,L,38,24,6,7,0,0,2,9,18,0.5,0,3,0.0,6,7,0.857,-17,2024-25,Regular Season
2025-03-26,LAL @ IND,W,38,13,13,7,1,0,1,4,12,0.333,0,3,0.0,5,5,1.0,5,2024-25,Regular Season
2025-03-27,LAL @ CHI,L,39,17,5,12,2,0,4,8,20,0.4,0,5,0.0,1,2,0.5,-10,2024-25,Regular Season
2025-03-29,LAL @ MEM,W,37,25,6,8,3,1,3,10,21,0.476,2,5,0.4,3,4,0.75,-1,2024-25,Regular Season
2025-03-31,LAL vs. HOU,W,38,16,8,4,2,2,3,5,12,0.417,2,4,0.5,4,4,1.0,9,2024-25,Regular Season
2025-04-03,LAL vs. GSW,L,40,33,5,9,1,1,4,10,15,0.667,5,8,0.625,8,9,0.889,-1,2024-25,Regular Season
2025-04-04,LAL vs. NOP,W,33,27,0,8,2,0,1,9,17,0.529,2,7,0.286,7,8,0.875,7,2024-25,Regular Season
2025-04-06,LAL @ OKC,W,34,19,3,7,1,0,2,9,16,0.563,1,1,1.0,0,0,0.0,7,2024-25,Regular Season
2025-04-08,LAL @ OKC,L,35,28,7,3,1,0,6,8,19,0.421,3,6,0.5,9,10,0.9,-23,2024-25,Regular Season
2025-04-09,LAL @ DAL,W,36,27,7,3,1,0,2,11,20,0.55,0,4,0.0,5,6,0.833,18,2024-25,Regular Season
2025-04-11,LAL vs. HOU,W,22,14,4,8,1,0,1,6,11,0.545,1,4,0.25,1,1,1.0,5,2024-25,Regular Season
2025-04-19,LAL vs. MIN,L,36,19,5,3,2,3,4,8,18,0.444,1,5,0.2,2,2,1.0,-22,2024-25,Playoffs
2025-04-22,LAL vs. MIN,W,40,21,11,7,1,1,2,8,19,0.421,1,5,0.2,4,4,1.0,9,2024-25,Playoffs
2025-04-25,LAL @ MIN,L,41,38,10,4,2,2,1,13,21,0.619,5,9,0.556,7,10,0.7,-10,2024-25,Playoffs
2025-04-27,LAL @ MIN,L,46,27,12,8,3,3,3,5,9,0.556,2,4,0.5,15,18,0.833,-4,2024-25,Playoffs
2025-04-30,LAL vs. MIN,L,40,22,7,6,2,0,3,9,21,0.429,1,5,0.2,3,6,0.5,-14,2024-25,Playoffs
