GAME_DATE,MATCHUP,WL,MIN,PTS,REB,AST,STL,BLK,TOV,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,PLUS_MINUS,season,season_type
2020-01-13,LAL vs. CLE,W,33,31,2,8,1,0,3,12,16,0.75,1,3,0.333,6,7,0.857,19,2019-20,Regular Season
2020-01-15,LAL vs. ORL,L,36,19,3,19,1,0,5,7,19,0.368,2,9,0.222,3,5,0.6,-9,2019-20,Regular Season
2020-01-18,LAL @ HOU,W,35,31,5,12,2,0,6,13,25,0.52,2,7,0.286,3,5,0.6,2,2019-20,Regular Season
2020-01-20,LAL @ BOS,L,29,15,7,13,0,0,4,5,12,0.417,0,2,0.0,5,5,1.0,-21,2019-20,Regular Season
2020-01-22,LAL @ NYK,W,36,21,6,5,5,0,4,9,16,0.563,2,5,0.4,1,3,0.333,13,2019-20,Regular Season
2020-01-23,LAL @ BKN,W,34,27,11,10,1,1,5,11,19,0.579,3,6,0.5,2,2,1.0,26,2019-20,Regular Season
2020-01-25,LAL @ PHI,L,35,29,7,8,1,0,8,9,18,0.5,1,6,0.167,10,13,0.769,-22,2019-20,Regular Season
2020-01-31,LAL vs. POR,L,38,22,8,10,0,1,5,9,22,0.409,3,8,0.375,1,4,0.25,7,2019-20,Regular Season
2020-02-01,LAL @ SAC,W,34,15,10,11,2,0,2,6,15,0.4,1,4,0.25,2,3,0.667,33,2019-20,Regular Season
2020-02-04,LAL vs. SAS,W,34,36,7,9,1,0,2,12,20,0.6,6,9,0.667,6,9,0.667,20,2019-20,Regular Season
2020-02-06,LAL vs. HOU,L,37,18,9,15,2,0,6,8,19,0.421,1,8,0.125,1,1,1.0,-4,2019-20,Regular Season
2020-02-08,LAL @ GSW,W,34,22,8,11,1,0,7,7,17,0.412,3,8,0.375,5,6,0.833,6,2019-20,Regular Season
2020-02-10,LAL vs. PHX,W,30,17,8,9,1,0,8,6,16,0.375,3,6,0.5,2,4,0.5,16,2019-20,Regular Season
2020-02-12,LAL @ DEN,W,42,32,12,14,0,0,3,15,29,0.517,1,7,0.143,1,4,0.25,4,2019-20,Regular Season
2020-02-21,LAL vs. MEM,W,36,32,3,7,0,2,1,10,17,0.588,1,4,0.25,11,12,0.917,6,2019-20,Regular Season
2020-02-23,LAL vs. BOS,W,35,29,8,9,0,0,2,9,19,0.474,4,10,0.4,7,12,0.583,-1,2019-20,Regular Season
2020-02-25,LAL vs. NOP,W,34,40,8,6,0,1,7,17,27,0.63,5,11,0.455,1,2,0.5,12,2019-20,Regular Season
2020-02-29,LAL @ MEM,L,34,19,8,10,1,1,5,8,18,0.444,2,8,0.25,1,2,0.5,-12,2019-20,Regular Season
2020-03-01,LAL @ NOP,W,36,34,12,13,2,0,6,14,21,0.667,3,5,0.6,3,3,1.0,22,2019-20,Regular Season
2020-03-03,LAL vs. PHI,W,34,22,7,14,1,2,3,9,16,0.563,2,5,0.4,2,3,0.667,-2,2019-20,Regular Season
2020-03-06,LAL vs. MIL,W,37,37,8,8,3,0,4,12,21,0.571,1,7,0.143,12,15,0.8,8,2019-20,Regular Season
2020-03-08,LAL @ LAC,W,35,28,8,9,0,2,2,7,17,0.412,2,6,0.333,12,14,0.857,7,2019-20,Regular Season
2020-03-10,LAL vs. BKN,L,35,29,12,9,1,0,3,12,22,0.545,4,9,0.444,1,5,0.2,8,2019-20,Regular Season
2020-07-30,LAL vs. LAC,W,34,16,11,7,1,1,5,6,19,0.316,2,7,0.286,2,2,1.0,-4,2019-20,Regular Season
2020-08-01,LAL @ TOR,L,35,20,10,5,0,1,4,7,15,0.467,2,5,0.4,4,7,0.571,-20,2019-20,Regular Season
2020-08-03,LAL @ UTA,W,35,22,8,9,2,1,4,9,16,0.563,2,5,0.4,2,2,1.0,0,2019-20,Regular Season
2020-08-05,LAL vs. OKC,L,30,19,11,4,1,0,0,7,19,0.368,0,5,0.0,5,8,0.625,-8,2019-20,Regular Season
2020-08-08,LAL @ IND,L,35,31,8,7,0,1,1,13,24,0.542,2,6,0.333,3,6,0.5,14,2019-20,Regular Season
2020-08-10,LAL vs. DEN,W,38,29,1,12,0,2,5,9,21,0.429,5,11,0.455,6,10,0.6,-10,2019-20,Regular Season
2020-08-13,LAL vs. SAC,L,15,17,3,4,0,0,3,6,13,0.462,2,5,0.4,3,3,1.0,-13,2019-20,Regular Season
2020-08-18,LAL vs. POR,L,41,23,17,16,1,0,4,9,20,0.45,1,5,0.2,4,7,0.571,-3,2019-20,Playoffs
2020-08-20,LAL vs. POR,W,27,10,6,7,2,0,6,4,11,0.364,0,3,0.0,2,2,1.0,23,2019-20,Playoffs
2020-08-22,LAL @ POR,W,34,38,12,8,2,0,8,11,18,0.611,4,8,0.5,12,17,0.706,2,2019-20,Playoffs
2020-08-24,LAL @ POR,W,28,30,6,10,0,1,2,10,12,0.833,4,5,0.8,6,8,0.75,17,2019-20,Playoffs
2020-08-29,LAL vs. POR,W,34,36,10,10,1,1,5,14,19,0.737,4,7,0.571,4,4,1.0,20,2019-20,Playoffs
2020-09-04,LAL vs. HOU,L,37,20,8,7,0,2,4,7,15,0.467,2,7,0.286,4,5,0.8,-15,2019-20,Playoffs
2020-09-06,LAL vs. HOU,W,39,28,11,9,4,2,7,10,17,0.588,1,5,0.2,7,10,0.7,15,2019-20,Playoffs
2020-09-08,LAL @ HOU,W,38,36,7,5,1,4,2,13,23,0.565,4,9,0.444,6,10,0.6,8,2019-20,Playoffs
2020-09-10,LAL @ HOU,W,34,16,15,9,3,0,4,7,17,0.412,0,5,0.0,2,3,0.667,15,2019-20,Playoffs
2020-09-12,LAL vs. HOU,W,31,29,11,7,2,1,4,9,18,0.5,3,8,0.375,8,10,0.8,19,2019-20,Playoffs
2020-09-18,LAL vs. DEN,W,31,15,6,12,0,0,3,6,11,0.545,0,2,0.0,3,4,0.75,15,2019-20,Playoffs
2020-09-20,LAL vs. DEN,W,36,26,11,4,0,2,6,10,20,0.5,3,8,0.375,3,4,0.75,-9,2019-20,Playoffs
2020-09-22,LAL @ DEN,L,37,30,10,11,2,2,6,14,23,0.609,1,4,0.25,1,2,0.5,2,2019-20,Playoffs
2020-09-24,LAL @ DEN,W,38,26,9,8,0,0,0,7,18,0.389,1,3,0.333,11,14,0.786,8,2019-20,Playoffs
2020-09-26,LAL vs. DEN,W,40,38,16,10,1,0,2,15,25,0.6,1,4,0.25,7,8,0.875,12,2019-20,Playoffs
2020-09-30,LAL vs. MIA,W,36,25,13,9,1,0,2,9,17,0.529,2,4,0.5,5,6,0.833,10,2019-20,Playoffs
2020-10-02,LAL vs. MIA,W,39,33,9,9,1,1,0,14,25,0.56,3,8,0.375,2,5,0.4,7,2019-20,Playoffs
2020-10-04,LAL @ MIA,L,39,25,10,8,0,2,8,9,16,0.563,1,5,0.2,6,9,0.667,-4,2019-20,Playoffs
2020-10-06,LAL @ MIA,W,39,28,12,8,1,0,6,8,16,0.5,2,5,0.4,10,12,0.833,-2,2019-20,Playoffs
2020-10-09,LAL vs. MIA,L,42,40,13,7,3,0,4,15,21,0.714,6,9,0.667,4,6,0.667,7,2019-20,Playoffs
2020-10-11,LAL @ MIA,W,41,28,14,10,1,0,1,13,20,0.65,1,5,0.2,1,4,0.25,18,2019-20,Playoffs
2020-12-22,LAL vs. LAC,L,28,22,5,5,0,0,4,7,17,0.412,3,8,0.375,5,7,0.714,2,2020-21,Regular Season
2020-12-25,LAL vs. DAL,W,31,22,7,10,1,0,4,8,18,0.444,3,8,0.375,3,4,0.75,16,2020-21,Regular Season
2020-12-27,LAL vs. MIN,W,26,18,9,5,1,0,4,6,13,0.462,1,5,0.2,5,7,0.714,16,2020-21,Regular Season
2020-12-28,LAL vs. POR,L,36,29,9,6,2,1,3,11,20,0.55,3,7,0.429,4,5,0.8,0,2020-21,Regular Season
2020-12-30,LAL @ SAS,W,35,26,5,8,1,1,2,11,23,0.478,1,3,0.333,3,5,0.6,-1,2020-21,Regular Season
2021-01-01,LAL @ SAS,W,36,26,11,10,2,0,4,8,22,0.364,3,7,0.429,7,7,1.0,18,2020-21,Regular Season
2021-01-03,LAL @ MEM,W,32,22,13,8,1,0,2,9,16,0.563,3,6,0.5,1,3,0.333,19,2020-21,Regular Season
2021-01-05,LAL @ MEM,W,34,26,12,7,1,1,6,11,20,0.55,1,4,0.25,3,3,1.0,20,2020-21,Regular Season
2021-01-07,LAL vs. SAS,L,35,27,6,12,0,0,4,8,15,0.533,4,7,0.571,7,11,0.636,-10,2020-21,Regular Season
2021-01-08,LAL vs. CHI,W,34,28,7,7,0,0,4,11,21,0.524,0,5,0.0,6,8,0.75,9,2020-21,Regular Season
2021-01-10,LAL @ HOU,W,30,18,7,7,1,1,2,7,15,0.467,1,6,0.167,3,6,0.5,10,2020-21,Regular Season
2021-01-12,LAL @ HOU,W,29,26,8,5,0,1,5,10,20,0.5,4,9,0.444,2,4,0.5,15,2020-21,Regular Season
2021-01-13,LAL @ OKC,W,27,26,6,7,0,0,2,9,20,0.45,5,8,0.625,3,4,0.75,14,2020-21,Regular Season
2021-01-15,LAL vs. NOP,W,31,21,8,11,1,0,3,6,11,0.545,2,6,0.333,7,7,1.0,14,2020-21,Regular Season
2021-01-18,LAL vs. GSW,L,38,19,5,5,1,0,5,6,16,0.375,2,7,0.286,5,8,0.625,-9,2020-21,Regular Season
2021-01-21,LAL @ MIL,W,38,34,6,8,1,1,3,13,25,0.52,6,10,0.6,2,2,1.0,15,2020-21,Regular Season
2021-01-23,LAL @ CHI,W,29,17,11,6,2,0,6,6,16,0.375,0,2,0.0,5,8,0.625,9,2020-21,Regular Season
2021-01-25,LAL @ CLE,W,38,46,8,6,2,2,3,19,26,0.731,7,11,0.636,1,2,0.5,11,2020-21,Regular Season
2021-01-27,LAL @ PHI,L,39,34,6,7,0,0,3,12,22,0.545,2,5,0.4,8,11,0.727,4,2020-21,Regular Season
2021-01-28,LAL @ DET,L,36,22,7,10,1,0,2,8,19,0.421,4,8,0.5,2,3,0.667,-9,2020-21,Regular Season
2021-01-30,LAL @ BOS,W,37,21,7,7,0,1,5,7,17,0.412,4,11,0.364,3,5,0.6,11,2020-21,Regular Season
2021-02-01,LAL @ ATL,W,38,21,7,9,2,1,2,5,12,0.417,2,6,0.333,9,11,0.818,10,2020-21,Regular Season
2021-02-04,LAL vs. DEN,W,35,27,10,10,0,1,2,12,19,0.632,2,5,0.4,1,2,0.5,21,2020-21,Regular Season
2021-02-06,LAL vs. DET,W,46,33,5,11,4,0,7,13,26,0.5,3,7,0.429,4,6,0.667,8,2020-21,Regular Season
2021-02-08,LAL vs. OKC,W,43,28,14,12,2,2,5,11,22,0.5,2,10,0.2,4,5,0.8,8,2020-21,Regular Season
2021-02-10,LAL vs. OKC,W,41,25,6,7,2,0,5,9,20,0.45,3,9,0.333,4,4,1.0,6,2020-21,Regular Season
2021-02-12,LAL vs. MEM,W,34,28,9,8,2,0,5,9,15,0.6,1,4,0.25,9,14,0.643,8,2020-21,Regular Season
2021-02-14,LAL @ DEN,L,31,22,10,9,0,1,1,9,18,0.5,0,5,0.0,4,7,0.571,-17,2020-21,Regular Season
2021-02-16,LAL @ MIN,W,38,30,13,7,0,1,5,13,20,0.65,1,4,0.25,3,4,0.75,4,2020-21,Regular Season
2021-02-18,LAL vs. BKN,L,33,32,8,7,0,0,3,14,23,0.609,1,6,0.167,3,6,0.5,-7,2020-21,Regular Season
2021-02-20,LAL vs. MIA,L,37,19,9,9,1,1,5,7,21,0.333,1,8,0.125,4,4,1.0,11,2020-21,Regular Season
2021-02-22,LAL vs. WAS,L,43,31,9,13,1,0,8,14,29,0.483,2,10,0.2,1,3,0.333,3,2020-21,Regular Season
2021-02-24,LAL @ UTA,L,28,19,4,4,1,0,4,7,13,0.538,1,5,0.2,4,5,0.8,-20,2020-21,Regular Season
2021-02-26,LAL vs. POR,W,36,28,11,7,4,3,2,11,21,0.524,2,5,0.4,4,8,0.5,9,2020-21,Regular Season
2021-02-28,LAL vs. GSW,W,24,19,6,4,2,2,2,7,12,0.583,3,5,0.6,2,4,0.5,18,2020-21,Regular Season
2021-03-02,LAL vs. PHX,L,38,38,5,6,2,1,3,16,24,0.667,3,8,0.375,3,5,0.6,2,2020-21,Regular Season
2021-03-12,LAL vs. IND,W,34,18,3,10,1,0,3,5,13,0.385,1,4,0.25,7,11,0.636,11,2020-21,Regular Season
2021-03-15,LAL @ GSW,W,30,22,10,11,0,0,6,8,13,0.615,2,4,0.5,4,6,0.667,33,2020-21,Regular Season
2021-03-16,LAL vs. MIN,W,31,25,12,12,0,1,4,8,14,0.571,4,7,0.571,5,5,1.0,0,2020-21,Regular Season
2021-03-18,LAL vs. CHA,W,37,37,8,6,1,1,3,14,23,0.609,4,9,0.444,5,6,0.833,7,2020-21,Regular Season
2021-03-20,LAL vs. ATL,L,11,10,1,4,0,0,1,3,6,0.5,1,2,0.5,3,3,1.0,-5,2020-21,Regular Season
2021-04-30,LAL vs. SAC,L,32,16,8,7,2,1,5,6,12,0.5,1,5,0.2,3,5,0.6,5,2020-21,Regular Season
2021-05-02,LAL vs. TOR,L,28,19,7,6,0,0,5,6,11,0.545,2,5,0.4,5,7,0.714,-4,2020-21,Regular Season
2021-05-15,LAL @ IND,W,28,24,7,8,0,0,4,11,22,0.5,1,4,0.25,1,2,0.5,7,2020-21,Regular Season
2021-05-16,LAL @ NOP,W,27,25,1,6,3,0,2,11,22,0.5,2,5,0.4,1,2,0.5,-2,2020-21,Regular Season
2021-05-23,LAL @ PHX,L,36,18,7,10,3,0,5,6,13,0.462,3,7,0.429,3,6,0.5,2,2020-21,Playoffs
2021-05-25,LAL @ PHX,W,39,23,4,9,2,0,1,9,16,0.563,4,9,0.444,1,1,1.0,14,2020-21,Playoffs
2021-05-27,LAL vs. PHX,W,38,21,6,9,1,0,7,9,19,0.474,1,5,0.2,2,3,0.667,15,2020-21,Playoffs
2021-05-30,LAL vs. PHX,L,38,25,12,6,1,0,6,10,21,0.476,1,7,0.143,4,7,0.571,6,2020-21,Playoffs
2021-06-01,LAL @ PHX,L,32,24,5,7,0,0,3,9,19,0.474,6,10,0.6,0,0,0.0,-24,2020-21,Playoffs
2021-06-03,LAL vs. PHX,L,41,29,9,7,2,2,3,11,26,0.423,3,10,0.3,4,6,0.667,-3,2020-21,Playoffs
2021-10-19,LAL vs. GSW,L,37,34,11,5,1,1,4,13,23,0.565,5,11,0.455,3,6,0.5,-2,2021-22,Regular Season
2021-10-22,LAL vs. PHX,L,37,25,2,5,2,0,5,8,18,0.444,5,9,0.556,4,4,1.0,-6,2021-22,Regular Season
2021-10-24,LAL vs. MEM,W,40,19,6,6,2,2,3,7,19,0.368,4,9,0.444,1,2,0.5,-1,2021-22,Regular Season
2021-10-29,LAL vs. CLE,W,38,26,3,8,3,1,7,10,22,0.455,1,10,0.1,5,5,1.0,9,2021-22,Regular Season
2021-10-31,LAL vs. HOU,W,35,15,7,8,4,1,2,6,19,0.316,0,6,0.0,3,4,0.75,7,2021-22,Regular Season
2021-11-02,LAL vs. HOU,W,36,30,4,10,2,0,4,13,21,0.619,2,4,0.5,2,2,1.0,8,2021-22,Regular Season
2021-11-19,LAL @ BOS,L,32,23,6,2,2,0,3,10,16,0.625,3,7,0.429,0,1,0.0,-4,2021-22,Regular Season
2021-11-21,LAL @ DET,W,21,10,1,5,0,0,2,4,7,0.571,1,3,0.333,1,1,1.0,-15,2021-22,Regular Season
2021-11-24,LAL @ IND,W,43,39,5,6,1,2,2,13,29,0.448,5,12,0.417,8,9,0.889,-3,2021-22,Regular Season
2021-11-26,LAL vs. SAC,L,50,30,7,11,1,0,7,10,25,0.4,2,13,0.154,8,11,0.727,-7,2021-22,Regular Season
2021-11-28,LAL vs. DET,W,37,33,5,9,2,1,2,12,20,0.6,4,9,0.444,5,8,0.625,14,2021-22,Regular Season
2021-12-03,LAL vs. LAC,L,36,23,11,6,2,0,3,9,23,0.391,2,8,0.25,3,5,0.6,-5,2021-22,Regular Season
2021-12-07,LAL vs. BOS,W,36,30,4,5,0,0,3,13,19,0.684,2,5,0.4,2,2,1.0,18,2021-22,Regular Season
2021-12-09,LAL @ MEM,L,37,20,10,11,4,2,5,7,15,0.467,1,6,0.167,5,5,1.0,2,2021-22,Regular Season
2021-12-10,LAL @ OKC,W,35,33,5,6,3,2,2,13,20,0.65,4,6,0.667,3,4,0.75,19,2021-22,Regular Season
2021-12-12,LAL vs. ORL,W,37,30,11,10,0,3,6,12,20,0.6,3,7,0.429,3,4,0.75,14,2021-22,Regular Season
2021-12-15,LAL @ DAL,W,43,24,3,5,1,0,2,9,19,0.474,4,9,0.444,2,3,0.667,-6,2021-22,Regular Season
2021-12-17,LAL @ MIN,L,36,18,10,5,1,2,4,5,13,0.385,2,6,0.333,6,8,0.75,-11,2021-22,Regular Season
2021-12-19,LAL @ CHI,L,39,31,14,6,1,2,4,11,21,0.524,1,7,0.143,8,11,0.727,-1,2021-22,Regular Season
2021-12-21,LAL vs. PHX,L,34,34,7,2,2,0,2,13,19,0.684,2,5,0.4,6,6,1.0,0,2021-22,Regular Season
2021-12-23,LAL vs. SAS,L,35,36,9,6,1,2,3,15,26,0.577,2,7,0.286,4,6,0.667,-23,2021-22,Regular Season
2021-12-25,LAL vs. BKN,L,40,39,9,7,3,1,3,14,25,0.56,3,9,0.333,8,9,0.889,9,2021-22,Regular Season
2021-12-28,LAL @ HOU,W,39,32,10,11,1,2,3,11,19,0.579,3,5,0.6,7,9,0.778,6,2021-22,Regular Season
2021-12-29,LAL @ MEM,L,38,37,13,7,2,2,5,13,25,0.52,8,14,0.571,3,3,1.0,0,2021-22,Regular Season
2021-12-31,LAL vs. POR,W,29,43,14,4,2,2,0,16,26,0.615,5,10,0.5,6,9,0.667,18,2021-22,Regular Season
2022-01-02,LAL vs. MIN,W,39,26,7,5,3,1,1,7,15,0.467,3,9,0.333,9,12,0.75,9,2021-22,Regular Season
2022-01-04,LAL vs. SAC,W,36,31,5,5,0,1,2,12,26,0.462,3,10,0.3,4,5,0.8,3,2021-22,Regular Season
2022-01-07,LAL vs. ATL,W,37,32,8,9,4,3,4,13,24,0.542,1,6,0.167,5,5,1.0,4,2021-22,Regular Season
2022-01-09,LAL vs. MEM,L,33,35,9,7,0,0,3,14,19,0.737,3,4,0.75,4,4,1.0,-30,2021-22,Regular Season
2022-01-12,LAL @ SAC,L,39,34,7,6,0,1,1,13,29,0.448,3,12,0.25,5,10,0.5,-12,2021-22,Regular Season
2022-01-15,LAL @ DEN,L,31,25,9,2,0,2,1,9,23,0.391,2,8,0.25,5,7,0.714,-17,2021-22,Regular Season
2022-01-17,LAL vs. UTA,W,37,25,7,7,1,1,1,9,20,0.45,3,8,0.375,4,8,0.5,11,2021-22,Regular Season
2022-01-19,LAL vs. IND,L,37,30,12,5,2,0,3,11,22,0.5,3,7,0.429,5,7,0.714,-20,2021-22,Regular Season
2022-01-21,LAL @ ORL,W,34,29,7,5,1,1,6,12,23,0.522,2,7,0.286,3,3,1.0,5,2021-22,Regular Season
2022-01-23,LAL @ MIA,L,40,33,11,4,2,0,3,12,22,0.545,1,8,0.125,8,11,0.727,-8,2021-22,Regular Season
2022-01-25,LAL @ BKN,W,34,33,7,6,3,2,0,14,21,0.667,2,8,0.25,3,3,1.0,10,2021-22,Regular Season
2022-02-05,LAL vs. NYK,W,40,29,13,10,1,0,3,13,24,0.542,2,7,0.286,1,2,0.5,12,2021-22,Regular Season
2022-02-08,LAL vs. MIL,L,35,27,5,8,0,0,4,11,19,0.579,3,7,0.429,2,4,0.5,-25,2021-22,Regular Season
2022-02-09,LAL @ POR,L,37,30,7,7,3,0,6,13,22,0.591,3,7,0.429,1,1,1.0,-5,2021-22,Regular Season
2022-02-12,LAL @ GSW,L,38,26,15,8,0,0,4,9,27,0.333,3,10,0.3,5,9,0.556,-11,2021-22,Regular Season
2022-02-16,LAL vs. UTA,W,40,33,8,6,2,0,3,14,23,0.609,3,8,0.375,2,2,1.0,7,2021-22,Regular Season
2022-02-25,LAL vs. LAC,L,36,21,11,3,1,1,6,6,18,0.333,2,8,0.25,7,8,0.875,-4,2021-22,Regular Season
2022-02-27,LAL vs. NOP,L,36,32,6,3,2,2,7,13,23,0.565,1,4,0.25,5,5,1.0,-22,2021-22,Regular Season
2022-03-01,LAL vs. DAL,L,38,26,12,5,1,0,4,10,18,0.556,3,7,0.429,3,5,0.6,7,2021-22,Regular Season
2022-03-03,LAL @ LAC,L,37,26,8,4,0,1,4,8,18,0.444,2,9,0.222,8,10,0.8,-27,2021-22,Regular Season
2022-03-05,LAL vs. GSW,W,39,56,10,3,0,1,4,19,31,0.613,6,11,0.545,12,13,0.923,13,2021-22,Regular Season
2022-03-09,LAL @ HOU,L,45,23,14,12,1,4,5,9,26,0.346,1,9,0.111,4,6,0.667,-17,2021-22,Regular Season
2022-03-11,LAL vs. WAS,W,36,50,7,6,0,1,3,18,25,0.72,6,9,0.667,8,8,1.0,22,2021-22,Regular Season
2022-03-13,LAL @ PHX,L,30,31,7,6,0,1,4,10,20,0.5,5,11,0.455,6,7,0.857,-16,2021-22,Regular Season
2022-03-14,LAL vs. TOR,L,40,30,9,3,0,2,5,11,19,0.579,4,7,0.571,4,7,0.571,-21,2021-22,Regular Season
2022-03-16,LAL @ MIN,L,37,19,5,4,1,2,5,8,21,0.381,1,8,0.125,2,5,0.4,-19,2021-22,Regular Season
2022-03-18,LAL @ TOR,W,45,36,9,7,0,2,3,15,26,0.577,2,7,0.286,4,7,0.571,-5,2021-22,Regular Season
2022-03-19,LAL @ WAS,L,36,38,10,6,0,0,2,16,29,0.552,4,10,0.4,2,3,0.667,1,2021-22,Regular Season
2022-03-21,LAL @ CLE,W,41,38,10,12,1,1,3,17,29,0.586,0,4,0.0,4,4,1.0,9,2021-22,Regular Season
2022-03-27,LAL @ NOP,L,42,39,9,5,0,1,4,14,27,0.519,7,13,0.538,4,6,0.667,-9,2021-22,Regular Season
2022-04-01,LAL vs. NOP,L,40,38,8,4,1,0,6,13,23,0.565,3,8,0.375,9,12,0.75,-2,2021-22,Regular Season
2022-10-18,LAL @ GSW,L,35,31,15,8,0,0,5,12,26,0.462,3,10,0.3,4,4,1.0,-10,2022-23,Regular Season
2022-10-20,LAL vs. LAC,L,37,20,10,6,1,2,2,7,17,0.412,2,8,0.25,4,6,0.667,-1,2022-23,Regular Season
2022-10-23,LAL vs. POR,L,38,31,8,8,2,2,4,12,22,0.545,2,9,0.222,5,7,0.714,2,2022-23,Regular Season
2022-10-26,LAL @ DEN,L,35,19,7,9,1,0,8,8,21,0.381,2,8,0.25,1,2,0.5,-7,2022-23,Regular Season
2022-10-28,LAL @ MIN,L,37,28,7,5,4,0,3,10,24,0.417,1,6,0.167,7,8,0.875,-13,2022-23,Regular Season
2022-10-30,LAL vs. DEN,W,35,26,6,8,1,0,3,10,22,0.455,2,5,0.4,4,5,0.8,-1,2022-23,Regular Season
2022-11-02,LAL vs. NOP,W,40,20,10,8,0,2,2,9,23,0.391,0,7,0.0,2,4,0.5,5,2022-23,Regular Season
2022-11-04,LAL vs. UTA,L,34,17,10,8,0,1,3,7,19,0.368,0,5,0.0,3,5,0.6,-11,2022-23,Regular Season
2022-11-06,LAL vs. CLE,L,34,27,7,4,0,0,1,13,23,0.565,1,4,0.25,0,3,0.0,-8,2022-23,Regular Season
2022-11-09,LAL @ LAC,L,32,30,8,5,2,0,3,12,22,0.545,4,9,0.444,2,4,0.5,-17,2022-23,Regular Season
2022-11-25,LAL @ SAS,W,33,21,8,5,3,1,9,8,17,0.471,1,4,0.25,4,4,1.0,16,2022-23,Regular Season
2022-11-26,LAL @ SAS,W,35,39,11,3,1,1,4,11,21,0.524,7,12,0.583,10,10,1.0,-3,2022-23,Regular Season
2022-11-28,LAL vs. IND,L,36,21,7,3,1,0,1,8,22,0.364,3,10,0.3,2,3,0.667,-7,2022-23,Regular Season
2022-11-30,LAL vs. POR,W,33,31,7,8,0,1,2,12,18,0.667,6,8,0.75,1,3,0.333,8,2022-23,Regular Season
2022-12-02,LAL @ MIL,W,37,28,8,11,2,0,0,12,27,0.444,3,6,0.5,1,2,0.5,6,2022-23,Regular Season
2022-12-04,LAL @ WAS,W,34,29,8,6,1,0,5,12,26,0.462,2,7,0.286,3,4,0.75,13,2022-23,Regular Season
2022-12-06,LAL @ CLE,L,36,21,17,4,1,1,3,8,17,0.471,2,6,0.333,3,4,0.75,-14,2022-23,Regular Season
2022-12-09,LAL @ PHI,L,44,23,4,6,2,0,3,9,22,0.409,1,8,0.125,4,8,0.5,-10,2022-23,Regular Season
2022-12-11,LAL @ DET,W,37,35,5,5,1,0,1,14,24,0.583,2,6,0.333,5,5,1.0,18,2022-23,Regular Season
2022-12-13,LAL vs. BOS,L,43,33,9,9,2,1,4,14,25,0.56,3,11,0.273,2,4,0.5,10,2022-23,Regular Season
2022-12-16,LAL vs. DEN,W,36,30,9,4,2,0,2,13,21,0.619,1,4,0.25,3,4,0.75,26,2022-23,Regular Season
2022-12-18,LAL vs. WAS,W,37,33,7,9,0,1,0,13,24,0.542,1,4,0.25,6,8,0.75,10,2022-23,Regular Season
2022-12-21,LAL @ SAC,L,34,31,6,11,0,2,2,11,21,0.524,0,4,0.0,9,10,0.9,-4,2022-23,Regular Season
2022-12-23,LAL vs. CHA,L,34,34,2,8,1,0,3,15,23,0.652,4,8,0.5,0,2,0.0,-6,2022-23,Regular Season
2022-12-25,LAL @ DAL,L,34,38,6,5,0,0,2,13,23,0.565,0,4,0.0,12,12,1.0,2,2022-23,Regular Season
2022-12-27,LAL @ ORL,W,31,28,7,5,1,1,4,12,24,0.5,0,7,0.0,4,5,0.8,8,2022-23,Regular Season
2022-12-28,LAL @ MIA,L,33,27,9,6,0,0,6,10,18,0.556,2,5,0.4,5,5,1.0,-4,2022-23,Regular Season
2022-12-30,LAL @ ATL,W,40,47,10,9,0,1,5,18,27,0.667,4,6,0.667,7,9,0.778,12,2022-23,Regular Season
2023-01-02,LAL @ CHA,W,40,43,11,6,1,0,3,16,26,0.615,0,5,0.0,11,15,0.733,9,2022-23,Regular Season
2023-01-06,LAL vs. ATL,W,33,25,7,10,0,0,5,10,19,0.526,1,5,0.2,4,6,0.667,12,2022-23,Regular Season
2023-01-07,LAL @ SAC,W,38,37,8,7,1,0,4,14,28,0.5,1,6,0.167,8,9,0.889,15,2022-23,Regular Season
2023-01-12,LAL vs. DAL,L,47,24,16,9,2,0,3,9,28,0.321,0,7,0.0,6,10,0.6,-3,2022-23,Regular Season
2023-01-15,LAL vs. PHI,L,35,35,8,10,1,1,3,15,23,0.652,1,5,0.2,4,5,0.8,19,2022-23,Regular Season
2023-01-16,LAL vs. HOU,W,36,48,8,9,0,0,0,16,26,0.615,5,10,0.5,11,12,0.917,19,2022-23,Regular Season
2023-01-18,LAL vs. SAC,L,37,32,8,9,1,1,1,11,25,0.44,2,9,0.222,8,9,0.889,-16,2022-23,Regular Season
2023-01-20,LAL vs. MEM,W,37,23,9,6,2,2,3,8,21,0.381,1,5,0.2,6,7,0.857,9,2022-23,Regular Season
2023-01-22,LAL @ POR,W,36,37,11,4,0,2,4,14,24,0.583,2,7,0.286,7,10,0.7,17,2022-23,Regular Season
2023-01-24,LAL vs. LAC,L,33,46,8,7,2,1,0,16,29,0.552,9,14,0.643,5,5,1.0,-14,2022-23,Regular Season
2023-01-25,LAL vs. SAS,W,35,20,9,11,0,0,6,8,20,0.4,1,6,0.167,3,4,0.75,2,2022-23,Regular Season
2023-01-28,LAL @ BOS,L,44,41,9,8,0,0,2,15,30,0.5,6,12,0.5,5,6,0.833,2,2022-23,Regular Season
2023-01-31,LAL @ NYK,W,43,28,10,11,1,0,5,11,25,0.44,2,8,0.25,4,7,0.571,22,2022-23,Regular Season
